scene_id,group,group_size,is_ref,night,iou_to_ref,shift,region,token,exact_single,within1_single,lanes_single,exact_A,within1_A,lanes_A,exact_B,within1_B,lanes_B,exact_C,within1_C,lanes_C,exact_D,within1_D,lanes_D,exact_E,within1_E,lanes_E,exact_F,within1_F,lanes_F,exact_G,within1_G,lanes_G
Suwon_CH03_20200721_2000_TUE_9m_NH_highway_OW5_sunny_FHD__view0,87,4,False,True,0.98,1.2,Suwon,OW5,False,True,4,False,False,7,False,True,6,False,False,7,False,True,6,False,False,7,False,False,3,False,True,6
Suwon_CH04_20200720_1600_MON_9m_NH_highway_OW5_sunny_FHD__view1,88,5,True,False,1.0,0.0,Suwon,OW5,False,True,6,False,True,6,True,True,5,False,True,6,True,True,5,False,True,6,True,True,5,False,True,6
Suwon_CH04_20200721_1500_TUE_9m_NH_highway_OW5_sunny_FHD__view1,88,5,False,False,0.996,0.3,Suwon,OW5,False,True,6,False,True,6,True,True,5,False,True,6,True,True,5,False,True,6,True,True,5,False,True,6
Suwon_CH04_20200722_1800_WED_9m_NH_highway_OW5_sunny_FHD__view0,88,5,False,False,0.998,0.2,Suwon,OW5,False,True,6,False,True,6,True,True,5,False,True,6,True,True,5,False,True,6,True,True,5,False,True,6
Suwon_CH04_20201011_2020_SUN_9m_NH_highway_OW5_sunny_FHD__view0,88,5,False,True,0.994,1.1,Suwon,OW5,False,True,6,False,True,6,True,True,5,False,True,6,True,True,5,False,True,6,True,True,5,False,True,6
Suwon_CH04_20200721_2030_TUE_9m_NH_highway_OW5_sunny_FHD__view1,88,5,False,True,0.996,0.2,Suwon,OW5,False,True,6,False,True,6,True,True,5,False,True,6,True,True,5,False,True,6,True,True,5,False,True,6
Suwon_CH04_20200722_1800_WED_9m_NH_highway_OW5_sunny_FHD__view1,89,5,True,False,1.0,0.0,Suwon,OW5,False,False,2,False,False,2,False,False,2,False,False,2,False,False,2,False,False,2,False,False,2,False,False,2
Suwon_CH04_20200720_1600_MON_9m_NH_highway_OW5_sunny_FHD__view0,89,5,False,False,0.999,0.1,Suwon,OW5,False,False,1,False,False,2,False,False,2,False,False,2,False,False,2,False,False,2,False,False,2,False,False,2
Suwon_CH04_20200721_1500_TUE_9m_NH_highway_OW5_sunny_FHD__view0,89,5,False,False,0.996,1.3,Suwon,OW5,False,False,1,False,False,2,False,False,2,False,False,2,False,False,2,False,False,2,False,False,2,False,False,2
Suwon_CH04_20200721_2030_TUE_9m_NH_highway_OW5_sunny_FHD__view0,89,5,False,True,0.987,0.9,Suwon,OW5,False,False,1,False,False,2,False,False,2,False,False,2,False,False,2,False,False,2,False,False,2,False,False,2
Suwon_CH04_20201011_2020_SUN_9m_NH_highway_OW5_sunny_FHD__view1,89,5,False,True,0.986,3.6,Suwon,OW5,True,True,5,False,False,2,False,False,2,False,False,2,False,False,2,False,False,2,False,False,2,False,False,2
Suwon_CH05_20200720_1700_MON_9m_NH_highway_OW5_sunny_FHD__view2,90,5,True,False,1.0,0.0,Suwon,OW5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5
Suwon_CH05_20200721_1530_TUE_9m_NH_highway_OW5_sunny_FHD__view1,90,5,False,False,0.998,0.8,Suwon,OW5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5
Suwon_CH05_20201011_2058_SUN_9m_NH_highway_OW5_sunny_FHD__view0,90,5,False,True,0.88,0.4,Suwon,OW5,False,True,4,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5
Suwon_CH05_20200722_1900_WED_9m_NH_highway_OW5_sunny_FHD__view2,90,5,False,True,0.993,0.2,Suwon,OW5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5
Suwon_CH05_20200721_2130_TUE_9m_NH_highway_OW5_sunny_FHD__view2,90,5,False,True,0.983,0.1,Suwon,OW5,False,False,3,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5
Suwon_CH05_20200721_1530_TUE_9m_NH_highway_OW5_sunny_FHD__view2,91,6,True,False,1.0,0.0,Suwon,OW5,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,False,1,False,True,4
Suwon_CH05_20200720_1700_MON_9m_NH_highway_OW5_sunny_FHD__view1,91,6,False,False,0.995,1.8,Suwon,OW5,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,False,1,False,True,4
Suwon_CH05_20200721_1530_TUE_9m_NH_highway_OW5_sunny_FHD__view0,91,6,False,False,0.801,1.7,Suwon,OW5,True,True,5,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,False,1,False,True,4
Suwon_CH05_20200720_1700_MON_9m_NH_highway_OW5_sunny_FHD__view0,91,6,False,False,0.796,0.7,Suwon,OW5,False,True,6,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,False,1,False,True,4
Suwon_CH05_20200721_2130_TUE_9m_NH_highway_OW5_sunny_FHD__view0,91,6,False,True,0.915,1.7,Suwon,OW5,False,False,2,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,False,1,False,True,4
Suwon_CH05_20200722_1900_WED_9m_NH_highway_OW5_sunny_FHD__view1,91,6,False,True,0.982,2.1,Suwon,OW5,False,False,3,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,False,1,False,True,4
Suwon_CH05_20201011_2058_SUN_9m_NH_highway_OW5_sunny_FHD__view1,92,1,True,True,1.0,0.0,Suwon,OW5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5
Suwon_CH05_20200722_1900_WED_9m_NH_highway_OW5_sunny_FHD__view0,93,2,True,True,1.0,0.0,Suwon,OW5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,False,True,4,True,True,5,True,True,5
Suwon_CH05_20200721_2130_TUE_9m_NH_highway_OW5_sunny_FHD__view1,93,2,False,True,0.989,0.9,Suwon,OW5,False,False,1,True,True,5,True,True,5,True,True,5,True,True,5,False,True,4,True,True,5,True,True,5
Suwon_CH06_20200722_1430_WED_9m_NH_highway_OW5_rainy_FHD__view1,94,7,True,False,1.0,0.0,Suwon,OW5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,False,False,3,True,True,5
Suwon_CH06_20200721_1630_TUE_9m_NH_highway_OW5_sunny_FHD__view0,94,7,False,False,0.99,4.2,Suwon,OW5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,False,False,3,True,True,5
Suwon_CH06_20200720_1800_MON_9m_NH_highway_OW5_sunny_FHD__view0,94,7,False,False,0.993,1.0,Suwon,OW5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,False,False,3,True,True,5
Suwon_CH06_20200720_1800_MON_9m_NH_highway_OW5_sunny_FHD__view1,94,7,False,False,0.938,25.4,Suwon,OW5,False,True,4,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,False,False,3,True,True,5
Suwon_CH06_20200722_1430_WED_9m_NH_highway_OW5_rainy_FHD__view0,94,7,False,False,0.929,0.6,Suwon,OW5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,False,False,3,True,True,5
Suwon_CH06_20200721_1630_TUE_9m_NH_highway_OW5_sunny_FHD__view1,94,7,False,False,0.946,18.1,Suwon,OW5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,False,False,3,True,True,5
Suwon_CH06_20201010_1932_SAT_9m_NH_highway_OW5_sunny_FHD__view1,94,7,False,True,0.884,0.9,Suwon,OW5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,False,False,3,True,True,5
Suwon_CH06_20201012_2012_MON_9m_NH_highway_OW5_sunny_FHD,95,1,True,True,1.0,0.0,Suwon,OW5,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4
Suwon_CH06_20201010_1932_SAT_9m_NH_highway_OW5_sunny_FHD__view2,96,2,True,True,1.0,0.0,Suwon,OW5,False,False,2,False,False,2,False,True,4,False,False,2,False,True,4,False,False,2,False,True,4,False,True,4
Suwon_CH06_20201010_1932_SAT_9m_NH_highway_OW5_sunny_FHD__view0,96,2,False,True,0.793,0.3,Suwon,OW5,True,True,5,False,False,2,False,True,4,False,False,2,False,True,4,False,False,2,False,True,4,False,True,4
Suwon_CH07_20200720_1800_MON_9m_NH_highway_OW5_sunny_FHD__view0,97,5,True,False,1.0,0.0,Suwon,OW5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5
Suwon_CH07_20200721_1730_TUE_9m_NH_highway_OW5_sunny_FHD__view1,97,5,False,False,0.991,1.3,Suwon,OW5,False,False,1,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5
Suwon_CH07_20200722_1500_WED_9m_NH_highway_OW5_rainy_FHD__view0,97,5,False,False,0.968,2.0,Suwon,OW5,False,False,1,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5
Suwon_CH07_20201012_1955_MON_9m_NH_highway_OW5_sunny_FHD__view2,97,5,False,True,0.985,22.3,Suwon,OW5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5
Suwon_CH07_20201010_1938_SAT_9m_NH_highway_OW5_sunny_FHD__view1,97,5,False,True,0.994,13.6,Suwon,OW5,False,True,4,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5
Suwon_CH07_20200721_1730_TUE_9m_NH_highway_OW5_sunny_FHD__view2,98,5,True,False,1.0,0.0,Suwon,OW5,True,True,5,True,True,5,False,True,4,True,True,5,False,True,4,False,True,4,True,True,5,False,True,4
Suwon_CH07_20200722_1500_WED_9m_NH_highway_OW5_rainy_FHD__view1,98,5,False,False,0.995,0.7,Suwon,OW5,True,True,5,True,True,5,False,True,4,True,True,5,False,True,4,False,True,4,True,True,5,False,True,4
Suwon_CH07_20200720_1800_MON_9m_NH_highway_OW5_sunny_FHD__view1,98,5,False,False,0.998,0.3,Suwon,OW5,False,True,4,True,True,5,False,True,4,True,True,5,False,True,4,False,True,4,True,True,5,False,True,4
Suwon_CH07_20201012_1955_MON_9m_NH_highway_OW5_sunny_FHD__view0,98,5,False,True,0.992,2.7,Suwon,OW5,False,True,4,True,True,5,False,True,4,True,True,5,False,True,4,False,True,4,True,True,5,False,True,4
Suwon_CH07_20201010_1938_SAT_9m_NH_highway_OW5_sunny_FHD__view2,98,5,False,True,0.995,1.2,Suwon,OW5,False,True,4,True,True,5,False,True,4,True,True,5,False,True,4,False,True,4,True,True,5,False,True,4
Suwon_CH07_20200722_1500_WED_9m_NH_highway_OW5_rainy_FHD__view2,99,5,True,False,1.0,0.0,Suwon,OW5,False,False,1,False,False,1,False,False,1,False,False,1,False,False,1,False,False,1,False,False,1,False,False,1
Suwon_CH07_20200720_1800_MON_9m_NH_highway_OW5_sunny_FHD__view2,99,5,False,False,0.971,0.4,Suwon,OW5,True,True,5,False,False,1,False,False,1,False,False,1,False,False,1,False,False,1,False,False,1,False,False,1
Suwon_CH07_20200721_1730_TUE_9m_NH_highway_OW5_sunny_FHD__view0,99,5,False,False,0.968,1.4,Suwon,OW5,False,True,4,False,False,1,False,False,1,False,False,1,False,False,1,False,False,1,False,False,1,False,False,1
Suwon_CH07_20201012_1955_MON_9m_NH_highway_OW5_sunny_FHD__view1,99,5,False,True,0.964,9.0,Suwon,OW5,False,False,3,False,False,1,False,False,1,False,False,1,False,False,1,False,False,1,False,False,1,False,False,1
Suwon_CH07_20201010_1938_SAT_9m_NH_highway_OW5_sunny_FHD__view0,99,5,False,True,0.969,5.6,Suwon,OW5,False,True,4,False,False,1,False,False,1,False,False,1,False,False,1,False,False,1,False,False,1,False,False,1
Suwon_CH08_20200720_1830_MON_9m_NH_highway_OW5_sunny_FHD__view0,100,5,True,False,1.0,0.0,Suwon,OW5,False,True,4,False,True,4,True,True,5,False,True,4,True,True,5,True,True,5,False,True,4,True,True,5
Suwon_CH08_20200721_1730_TUE_9m_NH_highway_OW5_sunny_FHD,100,5,False,False,0.998,0.7,Suwon,OW5,False,True,4,False,True,4,True,True,5,False,True,4,True,True,5,True,True,5,False,True,4,True,True,5
Suwon_CH08_20200722_1500_WED_9m_NH_highway_OW5_rainy_FHD,100,5,False,False,0.973,0.4,Suwon,OW5,False,False,1,False,True,4,True,True,5,False,True,4,True,True,5,True,True,5,False,True,4,True,True,5
Suwon_CH08_20201010_1945_SAT_9m_NH_highway_OW5_sunny_FHD__view1,100,5,False,True,0.984,2.8,Suwon,OW5,False,False,2,False,True,4,True,True,5,False,True,4,True,True,5,True,True,5,False,True,4,True,True,5
Suwon_CH08_20201011_2149_SUN_9m_NH_highway_OW5_sunny_FHD__view0,100,5,False,True,0.988,3.4,Suwon,OW5,False,False,3,False,True,4,True,True,5,False,True,4,True,True,5,True,True,5,False,True,4,True,True,5
Suwon_CH08_20200720_1830_MON_9m_NH_highway_OW5_sunny_FHD__view1,101,3,True,False,1.0,0.0,Suwon,OW5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,False,True,4,True,True,5
Suwon_CH08_20201010_1945_SAT_9m_NH_highway_OW5_sunny_FHD__view0,101,3,False,True,0.996,0.8,Suwon,OW5,False,True,4,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,False,True,4,True,True,5
Suwon_CH08_20201011_2149_SUN_9m_NH_highway_OW5_sunny_FHD__view1,101,3,False,True,0.995,0.8,Suwon,OW5,False,True,4,True,True,5,True,True,5,True,True,5,True,True,5,True,True,5,False,True,4,True,True,5
Suwon_CH09_20200721_1730_TUE_9m_NH_highway_OW5_sunny_FHD__view1,102,5,True,False,1.0,0.0,Suwon,OW5,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4
Suwon_CH09_20200722_1600_WED_9m_NH_highway_OW5_sunny_FHD__view1,102,5,False,False,0.993,0.6,Suwon,OW5,False,False,3,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4
Suwon_CH09_20201010_2022_SAT_9m_NH_highway_OW5_sunny_FHD__view1,102,5,False,True,0.993,2.8,Suwon,OW5,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4
Suwon_CH09_20200720_1900_MON_9m_NH_highway_OW5_sunny_FHD__view1,102,5,False,True,0.994,0.8,Suwon,OW5,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4
Suwon_CH09_20201012_2140_MON_9m_NH_highway_OW5_sunny_FHD__view1,102,5,False,True,0.991,2.2,Suwon,OW5,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4
Suwon_CH09_20200721_1730_TUE_9m_NH_highway_OW5_sunny_FHD__view0,103,5,True,False,1.0,0.0,Suwon,OW5,False,False,3,False,False,3,True,True,5,False,False,3,True,True,5,False,False,3,False,False,3,False,False,3
Suwon_CH09_20200722_1600_WED_9m_NH_highway_OW5_sunny_FHD__view0,103,5,False,False,0.985,1.8,Suwon,OW5,False,False,3,False,False,3,True,True,5,False,False,3,True,True,5,False,False,3,False,False,3,False,False,3
Suwon_CH09_20201012_2140_MON_9m_NH_highway_OW5_sunny_FHD__view0,103,5,False,True,0.987,7.9,Suwon,OW5,False,True,4,False,False,3,True,True,5,False,False,3,True,True,5,False,False,3,False,False,3,False,False,3
Suwon_CH09_20200720_1900_MON_9m_NH_highway_OW5_sunny_FHD__view0,103,5,False,True,0.993,1.1,Suwon,OW5,False,True,4,False,False,3,True,True,5,False,False,3,True,True,5,False,False,3,False,False,3,False,False,3
Suwon_CH09_20201010_2022_SAT_9m_NH_highway_OW5_sunny_FHD__view0,103,5,False,True,0.99,8.4,Suwon,OW5,False,True,4,False,False,3,True,True,5,False,False,3,True,True,5,False,False,3,False,False,3,False,False,3
Suwon_CH10_20201213_0958_SUN_9m_NH_highway_OW5_snow_FHD__view0,104,5,True,False,1.0,0.0,Suwon,OW5,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4
Suwon_CH10_20200722_1800_WED_9m_NH_highway_TW5_sunny_FHD__view1,104,5,False,False,0.98,3.0,Suwon,TW5,False,False,4/2,False,False,4/2,False,False,4/1,False,False,4/3,False,False,4/1,False,False,4/2,False,False,4/2,False,False,4/2
Suwon_CH10_20201011_1957_SUN_9m_NH_highway_OW5_sunny_FHD__view0,104,5,False,True,0.956,1.0,Suwon,OW5,True,True,5,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4
Suwon_CH10_20200720_2030_MON_9m_NH_highway_TW5_sunny_FHD__view1,104,5,False,True,0.962,3.3,Suwon,TW5,False,False,5/3,False,False,4/2,False,False,4/1,False,False,4/3,False,False,4/1,False,False,4/2,False,False,4/2,False,False,4/2
Suwon_CH10_20200721_1930_TUE_9m_NH_highway_TW5_sunny_FHD__view1,104,5,False,True,0.982,2.8,Suwon,TW5,False,False,4/1,False,False,4/2,False,False,4/1,False,False,4/3,False,False,4/1,False,False,4/2,False,False,4/2,False,False,4/2
Suwon_CH10_20200722_1800_WED_9m_NH_highway_TW5_sunny_FHD__view0,105,5,True,False,1.0,0.0,Suwon,TW5,False,False,4,False,False,4,False,False,4/2,False,False,4,False,False,4/2,False,False,4,False,False,4/2,False,False,4/2
Suwon_CH10_20201213_0958_SUN_9m_NH_highway_OW5_snow_FHD__view1,105,5,False,False,0.982,8.8,Suwon,OW5,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4
Suwon_CH10_20201011_1957_SUN_9m_NH_highway_OW5_sunny_FHD__view1,105,5,False,True,0.942,6.0,Suwon,OW5,False,False,2,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4,False,True,4
Suwon_CH10_20200720_2030_MON_9m_NH_highway_TW5_sunny_FHD__view0,105,5,False,True,0.942,1.1,Suwon,TW5,False,False,2/1,False,False,4,False,False,4/2,False,False,4,False,False,4/2,False,False,4,False,False,4/2,False,False,4/2
Suwon_CH10_20200721_1930_TUE_9m_NH_highway_TW5_sunny_FHD__view0,105,5,False,True,0.993,0.3,Suwon,TW5,False,True,4/6,False,False,4,False,False,4/2,False,False,4,False,False,4/2,False,False,4,False,False,4/2,False,False,4/2
